Record_Key,Record_Type,Record_ID,Parent_SKU_ID,Product,Product_Path,Purpose_or_Intended_Use,Purpose_Documented,Trend_Score_0_100,Priority_Score_0_100,Current_Preflight_Short,Complexity,Readiness,Criticality,Current_Lane,Wave,Advancement_Potential,Suggested_Target_R,Specific_Variant_IDs,Specific_Variant_Status,Bottleneck,Exact_Next_Evidence,Evidence_Boundary,Assessment_Status,Assessed_On,Register_Version
RESEARCH:SKU-037,RESEARCH_IDEA,SKU-037,,Soap dish with removable drain tray,,Keep a soap bar dry in a dish sized to the product and sink area.,YES,80.0,70.0,C1–C2 · R0–R1 · K1 · Lane E · LOW_UNKNOWN,C1–C2,R0–R1,K1,E,W2 LOW-COMPLEXITY,MEDIUM,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,Scope or interface remains generic and nominal interface/process/verification evidence is incomplete.,"Name one exact product revision, published standard, or measured interface; record E3 nominal data, pin one exact manufacturing profile, and define a thresholded interface coupon.","This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-038,RESEARCH_IDEA,SKU-038,,Generic tabletop card-holder set,,Hold cards at readable angles for one or more adult players.,YES,76.0,73.8,C1–C2 · R0–R1 · K1–K2 · Lane E · LOW_UNKNOWN,C1–C2,R0–R1,K1–K2,E,W3 CONTROLLED,MEDIUM,R3 NOMINAL DESIGN INPUTS,SKU-311,SPECIFIC R3 CHILD ADDED — GENERIC PARENT UNCHANGED,The generic parameter domain remains broader than the evidence. Readiness from the named child must not be copied back to the generic parent.,"Keep the generic parent unchanged; use SKU-311 for the named interface. Raise the parent only after multiple representative variants, explicit parameter limits, and boundary coupons pass.",Specific-child evidence is deliberately isolated; the generic parent retains its current preflight.,COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-039,RESEARCH_IDEA,SKU-039,,Curtain-rail end stop or cap,,Replace a small missing cap or stop matched to an existing rail profile.,YES,75.0,62.8,C2–C3 · R0–R1 · K1–K2 · Lane E · LOW_UNKNOWN,C2–C3,R0–R1,K1–K2,E,W3 CONTROLLED,MEDIUM,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,Scope or interface remains generic and nominal interface/process/verification evidence is incomplete.,"Name one exact product revision, published standard, or measured interface; record E3 nominal data, pin one exact manufacturing profile, and define a thresholded interface coupon.","This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-040,RESEARCH_IDEA,SKU-040,,Makeup-brush holder with removable drip cup,,Store brushes vertically while allowing the lower cup to be removed for cleaning.,YES,91.0,80.8,C2 · R0–R1 · K1–K2 · Lane E · LOW_UNKNOWN,C2,R0–R1,K1–K2,E,W3 CONTROLLED,MEDIUM,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,Scope or interface remains generic and nominal interface/process/verification evidence is incomplete.,"Name one exact product revision, published standard, or measured interface; record E3 nominal data, pin one exact manufacturing profile, and define a thresholded interface coupon.","This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-041,RESEARCH_IDEA,SKU-041,,Exact-fit medicine-cabinet organizer,,Use narrow cabinet space efficiently with bins and shelves sized to actual products.,YES,81.0,59.8,C3–C4 · R0–R1 · K1–K2 · Lane E · LOW_UNKNOWN,C3–C4,R0–R1,K1–K2,E,W4 SPECIALIST / HOLD,LOW / SPECIALIST,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,Scope or interface remains generic and nominal interface/process/verification evidence is incomplete.,"Name one exact product revision, published standard, or measured interface; record E3 nominal data, pin one exact manufacturing profile, and define a thresholded interface coupon.","This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-042,RESEARCH_IDEA,SKU-042,,Sunglasses display rail,,Display multiple glasses without scratching lenses.,YES,89.0,67.8,C2 · R0–R1 · K1–K2 · Lane E · LOW_UNKNOWN,C2,R0–R1,K1–K2,E,W3 CONTROLLED,MEDIUM,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,Scope or interface remains generic and nominal interface/process/verification evidence is incomplete.,"Name one exact product revision, published standard, or measured interface; record E3 nominal data, pin one exact manufacturing profile, and define a thresholded interface coupon.","This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-043,RESEARCH_IDEA,SKU-043,,Personalized journal-charm set,,"Add initials, symbols or themed charms to journals and bags.",YES,79.0,82.5,C2–C3 · R0–R1 · K2 · Lane E · LOW_UNKNOWN,C2–C3,R0–R1,K2,E,W3 CONTROLLED,MEDIUM,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,Scope or interface remains generic and nominal interface/process/verification evidence is incomplete.,"Name one exact product revision, published standard, or measured interface; record E3 nominal data, pin one exact manufacturing profile, and define a thresholded interface coupon.","This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-044,RESEARCH_IDEA,SKU-044,,Ventilated orchid pot and cachepot,,Match an orchid root system with ventilation and a removable decorative outer pot.,YES,88.0,64.8,C2–C3 · R0–R1 · K1–K2 · Lane E · LOW_UNKNOWN,C2–C3,R0–R1,K1–K2,E,W3 CONTROLLED,MEDIUM,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,Scope or interface remains generic and nominal interface/process/verification evidence is incomplete.,"Name one exact product revision, published standard, or measured interface; record E3 nominal data, pin one exact manufacturing profile, and define a thresholded interface coupon.","This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-045,RESEARCH_IDEA,SKU-045,,"Comic, slab or collectible display stand",,"Display a protected comic, card slab or small collectible at a safe angle.",YES,78.0,79.8,C2 · R0–R1 · K1–K2 · Lane E · LOW_UNKNOWN,C2,R0–R1,K1–K2,E,W3 CONTROLLED,MEDIUM,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,Scope or interface remains generic and nominal interface/process/verification evidence is incomplete.,"Name one exact product revision, published standard, or measured interface; record E3 nominal data, pin one exact manufacturing profile, and define a thresholded interface coupon.","This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-046,RESEARCH_IDEA,SKU-046,,Face-out book display cradle,,Display a selected book cover without damaging the spine or pages.,YES,78.0,79.8,C2 · R0–R1 · K1–K2 · Lane E · LOW_UNKNOWN,C2,R0–R1,K1–K2,E,W3 CONTROLLED,MEDIUM,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,Scope or interface remains generic and nominal interface/process/verification evidence is incomplete.,"Name one exact product revision, published standard, or measured interface; record E3 nominal data, pin one exact manufacturing profile, and define a thresholded interface coupon.","This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-047,RESEARCH_IDEA,SKU-047,,Stamp and ink-pad desk organizer,,Arrange a specific stamp and ink-pad collection in a compact footprint.,YES,77.0,88.8,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,C2,R2,K1,E,W2 LOW-COMPLEXITY,MEDIUM,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,"Concept inputs exist, but the exact named-interface and/or exact process baseline needed for R3 is open.","Replace the generic/E2 interface route with E3 nominal evidence for one named variant, pin the exact process, and define a measurable coupon.","This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-048,RESEARCH_IDEA,SKU-048,,Earbud charging-case protector,,Create a flexible protective sleeve for a specific earbud charging case.,YES,80.0,58.8,C3–C4 · R0–R1 · K1–K2 · Lane E · LOW_UNKNOWN,C3–C4,R0–R1,K1–K2,E,W4 SPECIALIST / HOLD,LOW / SPECIALIST,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,Scope or interface remains generic and nominal interface/process/verification evidence is incomplete.,"Name one exact product revision, published standard, or measured interface; record E3 nominal data, pin one exact manufacturing profile, and define a thresholded interface coupon.","This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-049,RESEARCH_IDEA,SKU-049,,Power-brick cradle,,Mount a specific laptop or monitor power brick under a desk without blocking ventilation.,YES,93.0,77.5,C3 · R0–R1 · K2 · Lane E · LOW_UNKNOWN,C3,R0–R1,K2,E,W3 CONTROLLED,MEDIUM,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,Scope or interface remains generic and nominal interface/process/verification evidence is incomplete.,"Name one exact product revision, published standard, or measured interface; record E3 nominal data, pin one exact manufacturing profile, and define a thresholded interface coupon.","This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-050,RESEARCH_IDEA,SKU-050,,Modular token-tray set with lids,,Organize game tokens during play and storage with configurable trays.,YES,76.0,69.8,C2 · R0–R1 · K1–K2 · Lane E · LOW_UNKNOWN,C2,R0–R1,K1–K2,E,W3 CONTROLLED,MEDIUM,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,Scope or interface remains generic and nominal interface/process/verification evidence is incomplete.,"Name one exact product revision, published standard, or measured interface; record E3 nominal data, pin one exact manufacturing profile, and define a thresholded interface coupon.","This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-051,RESEARCH_IDEA,SKU-051,,Under-desk headphone hook,,Store headphones below a desk while matching exact desk thickness.,YES,85.0,67.5,C2–C3 · R0–R1 · K2 · Lane E · LOW_UNKNOWN,C2–C3,R0–R1,K2,E,W3 CONTROLLED,MEDIUM,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,Scope or interface remains generic and nominal interface/process/verification evidence is incomplete.,"Name one exact product revision, published standard, or measured interface; record E3 nominal data, pin one exact manufacturing profile, and define a thresholded interface coupon.","This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-052,RESEARCH_IDEA,SKU-052,,Parametric deck box and divider system,,Store sleeved cards in a box sized to exact deck and accessory counts.,YES,75.0,70.8,C2 · R0–R1 · K1–K2 · Lane E · LOW_UNKNOWN,C2,R0–R1,K1–K2,E,W3 CONTROLLED,MEDIUM,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,Scope or interface remains generic and nominal interface/process/verification evidence is incomplete.,"Name one exact product revision, published standard, or measured interface; record E3 nominal data, pin one exact manufacturing profile, and define a thresholded interface coupon.","This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-053,RESEARCH_IDEA,SKU-053,,Page-holder thumb tool,,Hold a book or journal open with one hand.,YES,78.0,91.8,C3 · R2 · K1 · Lane E · LOW_UNKNOWN,C3,R2,K1,E,W3 CONTROLLED,MEDIUM,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,"Concept inputs exist, but the exact named-interface and/or exact process baseline needed for R3 is open.","Replace the generic/E2 interface route with E3 nominal evidence for one named variant, pin the exact process, and define a measurable coupon.","This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-054,RESEARCH_IDEA,SKU-054,,Personalized key rail,,Provide named or icon-based key positions in a layout that fits the entryway.,YES,90.0,59.5,C3 · R0–R1 · K2 · Lane E · LOW_UNKNOWN,C3,R0–R1,K2,E,W3 CONTROLLED,MEDIUM,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,Scope or interface remains generic and nominal interface/process/verification evidence is incomplete.,"Name one exact product revision, published standard, or measured interface; record E3 nominal data, pin one exact manufacturing profile, and define a thresholded interface coupon.","This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-055,RESEARCH_IDEA,SKU-055,,Exact-fit self-watering windowsill planter,,Fit a planter and reservoir precisely to a windowsill.,YES,89.0,53.5,C3–C4 · R0–R1 · K2 · Lane E · LOW_UNKNOWN,C3–C4,R0–R1,K2,E,W4 SPECIALIST / HOLD,LOW / SPECIALIST,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,Scope or interface remains generic and nominal interface/process/verification evidence is incomplete.,"Name one exact product revision, published standard, or measured interface; record E3 nominal data, pin one exact manufacturing profile, and define a thresholded interface coupon.","This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-056,RESEARCH_IDEA,SKU-056,,Draining toothbrush and razor stand,,Organize bathroom tools while allowing water to drain and parts to be cleaned.,YES,81.0,62.8,C2–C3 · R0–R1 · K1–K2 · Lane E · LOW_UNKNOWN,C2–C3,R0–R1,K1–K2,E,W3 CONTROLLED,MEDIUM,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,Scope or interface remains generic and nominal interface/process/verification evidence is incomplete.,"Name one exact product revision, published standard, or measured interface; record E3 nominal data, pin one exact manufacturing profile, and define a thresholded interface coupon.","This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-057,RESEARCH_IDEA,SKU-057,,Magnet-free desk slider fidget,,Create a quiet sliding tactile object without loose magnets.,YES,71.0,57.5,C2–C3 · R0–R1 · K2 · Lane E · LOW_UNKNOWN,C2–C3,R0–R1,K2,E,W3 CONTROLLED,MEDIUM,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,Scope or interface remains generic and nominal interface/process/verification evidence is incomplete.,"Name one exact product revision, published standard, or measured interface; record E3 nominal data, pin one exact manufacturing profile, and define a thresholded interface coupon.","This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-058,RESEARCH_IDEA,SKU-058,,Remote-control grip sleeve,,Add grip and protection to a specific remote without blocking buttons or signals.,YES,80.0,57.8,C3–C4 · R0–R1 · K1–K2 · Lane E · LOW_UNKNOWN,C3–C4,R0–R1,K1–K2,E,W4 SPECIALIST / HOLD,LOW / SPECIALIST,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,Scope or interface remains generic and nominal interface/process/verification evidence is incomplete.,"Name one exact product revision, published standard, or measured interface; record E3 nominal data, pin one exact manufacturing profile, and define a thresholded interface coupon.","This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
